X [px],Y [px],Diameter [m],Major [m],Minor [m], Timestep [-]
744.1875,623.28125,0.004385048198448285,0.0030580247301158305,0.0011270706499594424,0
991.859375,1012.078125,0.0030602248291501065,0.001928461887100702,0.000963269692246154,0
186.59375,134.90625,0.003598132083965091,0.002110488391344525,0.0013073003671689228,0
1480.359375,206.015625,0.0027618885615745604,0.0014014211536864999,0.001340883757079636,0
845.625,241.265625,0.002717813783715869,0.0017239232146473344,0.0008443709196792604,0
1405.9375,373.796875,0.00481155626278287,0.0028692187961185532,0.0016913729630096373,0
1290.859375,128.328125,0.003363344490719997,0.002083984764819551,0.0010950526243062478,0
1349.015625,399.640625,0.0013938152112215677,0.0024933023282385954,5.444722215136417e-05,0
879.046875,738.734375,0.0034616728886453763,0.002026285394508878,0.0012628938989479679,0
688.984375,631.703125,0.004159010831112187,0.0022737827512759436,0.0017393309777037837,0
1222.234375,80.109375,0.004522179533352083,0.0026985726319667586,0.0015873956658627995,0
1058.171875,669.359375,0.0035606009224893533,0.002121695842952048,0.0012534691858996775,0
97.484375,371.828125,0.004009543780443247,0.0025131389237366087,0.0012757391974851286,0
819.65625,682.5625,0.003531913824610929,0.0022426043453984477,0.0010950526243062478,0
1143.265625,95.0625,0.003085965164994005,0.0017814312363939283,0.001157563821134714,0
461.40625,179.078125,0.004226225346538837,0.002505163966689606,0.001503473062612031,0
537.765625,934.546875,0.0027351812987321407,0.001612410152535638,0.0009838237901169092,0
1427.953125,1072.46875,0.0030913077566757053,0.0017930421774180329,0.001148565409543575,0
1089.0,691.953125,0.003584042148085037,0.002436475169173698,0.0009694052300250912,0
1234.140625,286.203125,0.003090842308871961,0.0018160413679208964,0.0011191520227386447,0
206.25,198.5625,0.0021470003146673434,0.0012699165326902394,0.0007671070655390942,0
1233.578125,711.25,0.004144190380107209,0.0027032374109574615,0.001217476899164826,0
753.265625,286.140625,0.003293596461149475,0.002197537371695872,0.0009248017355087522,0
543.609375,725.015625,0.004415300913873361,0.0027604795326174763,0.0014119583032087032,0
83.375,1125.28125,0.0016646457935846756,0.001117163595898112,0.000462,0
503.21875,530.78125,0.0035471763455813847,0.0020878930168952625,0.001279799300671789,0
588.59375,66.65625,0.003387259147585747,0.0018802037788495161,0.0013741857589132556,0
997.890625,873.84375,0.004390986457409742,0.0026276073717357395,0.0015327642512793674,0
232.28125,681.53125,0.004234658970820927,0.0025520592665531886,0.0014574169787675729,0
776.828125,1048.71875,0.004199430132115046,0.0027901213235269895,0.0011891452812839987,0
417.296875,1077.046875,0.0030436957500050055,0.0018675476566877751,0.001010579165627315,0
1173.796875,382.71875,0.004691763422560165,0.00296849730503499,0.0014650249144639144,0
700.265625,528.75,0.002892581231889202,0.0016626473618900671,0.0010943756210734959,0
968.890625,574.40625,0.005011382447531907,0.0031051628379200986,0.001631600747732116,0
461.296875,378.46875,0.007759264821710223,0.005178071093563702,0.0021778888860545663,0
537.125,81.875,0.0037920811806971527,0.0023897927211371283,0.0011935000000000001,0
879.28125,498.84375,0.0038215904709328224,0.0022066244016596933,0.0014328001430764866,0
668.0,373.59375,0.004917221660068727,0.0032815463199534455,0.001380105521327989,0
58.71875,222.703125,0.0035095427893017273,0.002235985073742667,0.0010807465012666014,0
498.71875,33.375,0.003973441223082293,0.0025131389237366087,0.0012415876932379765,0
427.875,649.015625,0.003362147149495322,0.0021262319958085477,0.001050845492924626,0
90.625,853.546875,0.003395409981050601,0.0020878930168952625,0.0011224582397577204,0
1424.046875,210.609375,0.002836125971368099,0.0015254941822242392,0.0012253649456386454,0
532.5,123.53125,0.0033549346066335944,0.0022066244016596933,0.0009694052300250912,0
261.53125,464.0,0.0038987871581462265,0.0022561131398934763,0.0014553814792005566,0
719.453125,260.734375,0.0033635675972746547,0.0020946264583452585,0.0010841698437053116,0
1289.390625,791.796875,0.008193780142789094,0.005047172327155077,0.002699396414015548,0
375.796875,219.140625,0.004730676517287173,0.003103252849833542,0.0013741857589132556,0
755.75,812.578125,0.0027235707568389537,0.0018144082368640197,0.0007671070655390942,0
555.71875,1034.734375,0.004975409202306378,0.0029884036290300548,0.0017239232146473344,0
287.65625,139.390625,0.004092977643200177,0.0026318347687497405,0.001237402218359091,0
1155.96875,663.109375,0.006373064272107576,0.0039035278915360654,0.002123441663903202,0
401.046875,923.9375,0.004340029048938622,0.0028136626041513936,0.0012907552052964964,0
562.28125,348.59375,0.0037050599820724565,0.002335842942066097,0.0011652214381824599,0
322.71875,334.375,0.006411419740933864,0.0038978279207784435,0.0021683396874106232,0
1324.859375,52.78125,0.0050210313053863686,0.0029834394999731437,0.0017776830426147402,0
819.78125,625.59375,0.00220196774383794,0.0014497691195497304,0.0006349582663451197,0
802.21875,452.5,0.0028182047033246307,0.0016188322952054052,0.0010676376960373777,0
333.640625,446.109375,0.007125786953377163,0.004106706770637514,0.002681767514159272,0
833.796875,554.703125,0.0033640457405148894,0.001857998990850103,0.0013784935618275482,0
1209.1875,603.234375,0.007682512421490678,0.004273673419904708,0.003103252849833542,0
741.25,715.15625,0.003075262410976427,0.002101690985849252,0.00082303599556763,0
483.34375,250.078125,0.0029420349185237094,0.0019346010570657714,0.0008504927983234191,0
950.453125,606.5,0.002982403858868943,0.001969529956614014,0.000854838727480219,0
624.421875,979.515625,0.0027947808029895023,0.0015600815683803205,0.0011211369229491997,0
599.921875,902.78125,0.002408532981582965,0.0015462435933577866,0.0007304861394988956,0
917.671875,953.375,0.004287222572308921,0.0027378345914243984,0.001314085708772453,0
970.796875,900.515625,0.0036218873419439288,0.0022170117275287474,0.0012083113216385915,0
66.1875,451.640625,0.004269498102527655,0.002836747301047452,0.0012089245220442838,0
1091.546875,593.09375,0.0026566896860947802,0.0016082680902138175,0.0009061823767873661,0
951.75,970.125,0.0036820584796376,0.0023863789514660073,0.0010957292092483434,0
520.296875,617.796875,0.0035483878970285,0.0020255537514467493,0.001361180553784104,0
661.859375,1122.921875,0.0034470910765264555,0.0022541412999188847,0.001007641429279285,0
289.546875,580.65625,0.007569677427755646,0.004762186997588398,0.002390722903224044,0
283.859375,1077.78125,0.004637718493516996,0.0032156144047444496,0.0012058554017791686,0
899.890625,76.5,0.0031005395147193473,0.001766390741030987,0.0011941208062838534,0
829.171875,492.125,0.0030058081254311546,0.0018435832636471835,0.0009987763763726091,0
994.609375,178.421875,0.002899649278531148,0.0017461352324490793,0.000999518133902532,0
470.5,776.625,0.004122468062969308,0.002746753083187493,0.0011607606342394629,0
816.96875,784.640625,0.0032736198824553937,0.0022160086303983566,0.0008930008398652265,0
709.1875,844.375,0.003619738405059963,0.0022802923058239705,0.0011401461529119852,0
1319.84375,351.59375,0.004833245286554368,0.0034176205172605106,0.0012083113216385915,0
175.875,272.578125,0.007870699583909943,0.004894953651465967,0.002543623645510475,0
764.03125,388.015625,0.0032919107220582187,0.002195850461666277,0.0009248017355087522,0
186.765625,911.484375,0.004266156066353419,0.0028916037505163114,0.0011607606342394629,0
205.796875,514.53125,0.0069315086502581575,0.003918876401470197,0.002710629677768618,0
265.8125,40.859375,0.007672598741762146,0.00447014678170639,0.002825490842313951,0
331.03125,86.5,0.004765501984500696,0.003152536478773878,0.001361180553784104,0
388.984375,1030.609375,0.002796630061434151,0.0017776830426147402,0.0008651798945884029,0
822.203125,258.859375,0.0027476168113161024,0.001631600747732116,0.0009739815193318609,0
1211.90625,854.46875,0.006361984295608949,0.003931715306326235,0.002082205861580454,0
81.296875,943.265625,0.0041349107809499465,0.0021901052486124955,0.0018423768615568315,0
264.0,610.625,0.002972539942908241,0.0017747623080288809,0.001042347950542428,0
996.9375,108.265625,0.0032891780172954604,0.0022951942183614877,0.0008443709196792604,0
490.9375,1012.484375,0.002135911391719253,0.0011778735076399334,0.0008779350773263362,0
1443.625,779.0,0.003536314455618262,0.002436475169173698,0.0009311907699284824,0
383.484375,554.109375,0.0068280229958395874,0.004077366306821108,0.002393511280524911,0
142.140625,341.171875,0.006344649287429362,0.00398414548554643,0.0020112335145377825,0
181.234375,452.546875,0.0035578673748605603,0.0024184620112790694,0.0009625,0
249.46875,1015.5,0.0037414585404579735,0.0026239381185538656,0.0009508798557125921,0
1308.0,1006.859375,0.007370985890239035,0.004543,0.0024255,0
1331.5,532.40625,0.004089178647060267,0.002628171417544906,0.001237402218359091,0
643.640625,164.171875,0.002821895931912669,0.0017776830426147402,0.0008888415213073701,0
348.109375,380.953125,0.006117520182668521,0.003434061880630575,0.0024267219144351914,0
999.625,311.28125,0.004243386730888029,0.0028107636862603727,0.0012089245220442838,0
119.75,750.375,0.004023329391282235,0.0023269420383842825,0.001503473062612031,0
124.09375,65.1875,0.0029369847513108366,0.0020582202263120437,0.0007475347817994826,0
751.78125,824.890625,0.0026779366509727914,0.0014756101280487338,0.0011024722218722792,0
820.171875,895.875,0.003090697829161716,0.0021352753920747553,0.0008094161476027026,0
1371.75,1118.515625,0.00766982817118212,0.005467135561699563,0.0018868928162457982,0
358.703125,684.546875,0.0071125753145201975,0.004554405175212236,0.0021683396874106232,0
619.5625,168.453125,0.0020766023554625677,0.0012439730704480703,0.0007233493277801536,0
1075.234375,305.109375,0.005337613781899253,0.003532781482061974,0.0015230631142536411,0
553.53125,771.671875,0.0053408677900407524,0.0033934643434107275,0.0016537083328084187,0
868.46875,474.390625,0.003710852860603354,0.00248227984925149,0.001036644225373392,0
1368.015625,152.96875,0.004771145256526281,0.003214231245570238,0.001314085708772453,0
668.984375,916.640625,0.003549407493120729,0.0023835822305932723,0.0009838237901169092,0
252.90625,411.6875,0.0069467603420608265,0.004785938701028253,0.0018294590730595752,0
485.8125,963.6875,0.004818371799240548,0.002900049396131038,0.0016626473618900671,0
1320.375,689.328125,0.0066847493615677525,0.004506309465627056,0.001838752906183971,0
411.453125,981.953125,0.0036680399097204818,0.0024352581485337444,0.0010402127186301849,0
764.015625,1072.5625,0.003791692561722693,0.002428248442808108,0.0011556414885248798,0
339.265625,3.390625,0.003138276952447264,0.0019638774147079548,0.001001740111006842,0
1021.015625,144.609375,0.005473962990211493,0.0031336729647491934,0.0020878930168952625,0
1344.09375,556.75,0.003035785941906917,0.0018367365080489907,0.001036644225373392,0
652.671875,751.859375,0.003742714830696668,0.002514318247557377,0.001036644225373392,0
402.765625,477.0625,0.007764232402974116,0.0047995465671248575,0.002539833065380479,0
372.859375,605.984375,0.005450369008791019,0.003384936114611323,0.001766390741030987,0
1141.25,1014.453125,0.00849452424486482,0.0061141103195804375,0.0020495600747477494,0
158.59375,725.015625,0.003844929227160729,0.0027901213235269895,0.0009127017585169867,0
895.375,838.28125,0.004210597594224591,0.0029383849730761965,0.0010807465012666014,0
1168.203125,503.625,0.004671730132794759,0.003160753865773164,0.0012757391974851286,0
1063.8125,473.96875,0.002898334592885287,0.0018802037788495161,0.0008608861713374191,0
359.859375,790.8125,0.005786305303718005,0.0034056726574936704,0.0020878930168952625,0
305.515625,737.3125,0.0046231675926178386,0.003196427576216924,0.0012089245220442838,0
104.390625,929.359375,0.002570497825280149,0.0015634034188270153,0.0008685995912962428,0
777.734375,638.828125,0.004396498794404247,0.002798608404189482,0.0013562714514432572,0
1250.546875,1125.59375,0.002047721267814056,0.0015137894503529875,0.0004683727148329629,0
524.703125,392.515625,0.0034947217820614027,0.002139782757664899,0.0011652214381824599,0
216.140625,335.640625,0.007858942797265277,0.004585380709384991,0.0028857027740223002,0
428.875,431.921875,0.006439997684856837,0.004084811898974052,0.0020008891148686875,0
978.3125,716.90625,0.002293432388679779,0.0014574169787675729,0.0007099049232115524,0
35.765625,137.53125,0.001821784263183797,0.0011709317870824073,0.0005512361109361396,0
730.8125,1.734375,0.003462022325952198,0.002233,0.0010402127186301849,0
3.125,174.890625,0.003563089229802435,0.0022119916930223764,0.0011556414885248798,0
71.578125,141.15625,0.003929890438731231,0.002318006956417517,0.0014119583032087032,1
750.875,803.484375,0.00299394736587251,0.0017153035445658007,0.0011401461529119852,1
650.015625,983.546875,0.0039964963355409175,0.002359833309791181,0.0014328001430764866,1
276.359375,176.984375,0.0038992954853565042,0.0022597237109876953,0.0014513019155227489,1
725.5625,162.796875,0.003251209068889257,0.0018927752772054057,0.0011990756856846026,1
790.203125,1030.453125,0.004141688800697906,0.0023421800208352902,0.0016188322952054052,1
1063.34375,645.53125,0.0035895559093904227,0.0023128856975648407,0.0010807465012666014,1
529.59375,906.796875,0.003342342270304609,0.0019729137081991193,0.0011990756856846026,1
752.109375,1042.484375,0.004503833150944434,0.0026239381185538656,0.0016586307605974272,1
617.140625,129.703125,0.0029049459429488556,0.0017814312363939283,0.000965575087706803,1
1045.78125,447.84375,0.003913619116172637,0.0020963948220695454,0.0017049024165623088,1
983.078125,85.40625,0.0029912134830268485,0.0018045784133697267,0.0010273081329377277,1
855.625,725.46875,0.0011323800503403438,0.001825809478012424,5.444722215136417e-05,1
535.21875,44.203125,0.003720295342592145,0.002398151371369205,0.0011191520227386447,1
1225.53125,202.375,0.004129115320427236,0.002406788939645519,0.0015191653135850623,1
883.265625,484.671875,0.0011769269795254649,0.0019346010570657714,5.444722215136417e-05,1
1242.03125,688.875,0.00432246719682051,0.002748371517826511,0.0013364547317436532,1
1352.265625,372.265625,0.0035595661959639388,0.0021683396874106232,0.0011990756856846026,1
138.25,724.21875,0.0040409307638215155,0.002359833309791181,0.0014811245727486934,1
273.453125,433.796875,0.0036190378896413,0.002063614365621639,0.0013913369469686343,1
1460.1875,977.1875,0.004007053004607424,0.0023421800208352902,0.0014660363228788025,1
1002.875,149.3125,0.0026149303554744625,0.0015704980101865777,0.0009061823767873661,1
186.796875,108.828125,0.003746240813532223,0.0021700479833404607,0.0013955918099501732,1
226.359375,648.90625,0.004241017922329637,0.002394749517172934,0.0016626473618900671,1
90.15625,1091.15625,0.0032370337485882867,0.0018675476566877751,0.0012156493120962146,1
461.96875,742.21875,0.0033901927849703866,0.0020097590029652806,0.0012058554017791686,1
601.71875,473.953125,0.0031946713266697542,0.0019346010570657714,0.0010889444430272832,1
404.59375,890.21875,0.004146593047409889,0.002335842942066097,0.0016334166645409248,1
636.859375,724.6875,0.002907860206952938,0.001548638272806145,0.0012815354072361793,1
1238.828125,243.6875,0.0033234717544459525,0.002121695842952048,0.001019341576705277,1
844.15625,463.859375,0.0038465009155462535,0.002445886546837363,0.0011891452812839987,1
683.09375,342.875,0.004456285588859722,0.0029834394999731437,0.001242780954150811,1
252.796875,379.0,0.005849702315042704,0.0033673747192731612,0.0022066244016596933,1
703.5,815.703125,0.003711645696793722,0.0023897927211371283,0.0011191520227386447,1
1431.140625,1031.078125,0.0035578648157184867,0.0022597237109876953,0.0011024722218722792,1
550.15625,694.53125,0.004594694098985405,0.002941410078516765,0.0014014211536864999,1
956.359375,554.609375,0.005433528760650311,0.003258883436086661,0.0018880707746268413,1
108.296875,825.09375,0.004134754037740885,0.002544788841927754,0.0013644434762935399,1
762.640625,362.09375,0.003580146129790484,0.002379848156920941,0.0010127768757233746,1
286.078125,1036.953125,0.004889360074370107,0.0032961936381226153,0.0013447471881361194,1
845.546875,532.921875,0.0036012987519416016,0.0020953339829249177,0.0013297835350161318,1
623.203125,93.546875,0.004467389090417679,0.0030534165290703463,0.001195361451612022,1
1088.65625,988.453125,0.0032621796240532757,0.0018160413679208964,0.0013157765767788997,1
1175.6875,350.3125,0.004448070912658354,0.0027744052065262564,0.001429174761881835,1
855.71875,928.0,0.0029920592381975164,0.0018302691058967259,0.000999518133902532,1
603.234375,871.796875,0.002698764954685051,0.0017393309777037837,0.0008121583897245661,1
1001.375,844.140625,0.004784923423875338,0.0031336729647491934,0.0013945293112731622,1
848.640625,377.78125,0.003409315456790462,0.002147734154871128,0.001073867077435564,1
1334.453125,726.671875,0.0037126750747893283,0.0019422477313669336,0.0016957490970069835,1
979.25,872.21875,0.003612131635385949,0.0022802923058239705,0.0011329733006562863,1
533.515625,590.25,0.0035668982755260965,0.002222353932207919,0.001148565409543575,1
282.59375,96.640625,0.0036351849752477104,0.0022744345451122575,0.0011607606342394629,1
649.75,124.234375,0.0027447253861652373,0.0018045784133697267,0.0007936978329313997,1
946.75,712.109375,0.0054331565127349124,0.0032961936381226153,0.001845190572813551,1
1411.953125,333.453125,0.004693414390575463,0.0025025,0.002063614365621639,1
562.765625,318.859375,0.003913844093769396,0.002505163966689606,0.0011941208062838534,1
952.640625,943.0625,0.0032757590730379733,0.002038683153410554,0.0010571738267664407,1
682.859375,608.53125,0.004955230830570106,0.002952726621277358,0.0017444366569182156,1
1017.328125,116.96875,0.005096722265484043,0.0032761215255237403,0.0015419237983765606,1
1387.21875,1092.734375,0.008805779654239803,0.0061141103195804375,0.0022832155504901416,1
648.421875,1095.109375,0.0036106452096544006,0.002318006956417517,0.0010950526243062478,1
259.625,888.34375,0.0045191397372385395,0.0025820845261145114,0.0017303597891768058,1
61.0,191.1875,0.0034081049943093956,0.0022160086303983566,0.001007641429279285,1
984.484375,349.484375,0.003564131130783192,0.002234990492149799,0.0011329733006562863,1
993.84375,985.5,0.003321461962543682,0.0020200579818411154,0.0011224582397577204,1
1098.6875,560.6875,0.0027047376689397734,0.0017009855966468382,0.000854838727480219,1
491.296875,207.484375,0.002622840488213944,0.0016243167794491322,0.000854838727480219,1
1441.890625,749.421875,0.003196086977353847,0.0020008891148686875,0.001019341576705277,1
556.046875,738.609375,0.004777669568509446,0.0027744052065262564,0.001771,1
743.234375,685.5,0.003196086977353847,0.0020008891148686875,0.001019341576705277,1
469.109375,145.046875,0.004253643089065305,0.0026919733003876543,0.0013275523530166334,1
1438.296875,188.3125,0.0027592936881459165,0.0014553814792005566,0.0012397956484840556,1
421.8125,1045.328125,0.002884445444337899,0.0018583978314666643,0.0008685995912962428,1
595.609375,28.421875,0.00442032363093665,0.0028422284390949293,0.0013364547317436532,1
747.1875,250.875,0.003341588709363425,0.0021175,0.0010402127186301849,1
723.921875,235.703125,0.002794125876645744,0.001786001679730453,0.000854838727480219,1
1297.015625,86.625,0.003328745334128861,0.002147734154871128,0.000999518133902532,1
823.15625,593.09375,0.0021454052900496713,0.001285000583657455,0.0007475347817994826,1
632.046875,951.75,0.003048394061284287,0.001838752906183971,0.0010473132291726292,1
916.046875,929.296875,0.003928559573761013,0.0025552516999309484,0.0011607606342394629,1
1220.265625,431.796875,0.002358668089834455,0.0013741857589132556,0.0008685995912962428,1
180.890625,875.171875,0.0039835340956188015,0.0023513384486287805,0.001429174761881835,1
404.375,998.125,0.0032491176267122972,0.002123441663903202,0.0009508798557125921,1
479.171875,933.28125,0.004544747731357127,0.002861718233858812,0.0014328001430764866,1
109.0,909.140625,0.0028995340807707612,0.0018144082368640197,0.0009256027765731907,1
1322.765625,493.6875,0.004171308122029199,0.002576049931581296,0.0013671566296514822,1
749.859375,594.0625,0.0037566375984188207,0.0026239381185538656,0.0009625,1
1474.359375,173.234375,0.0034574618263330014,0.0018880707746268413,0.0014492578273033407,1
809.71875,657.734375,0.0037727454698591257,0.0024404262947280335,0.0011270706499594424,1
1276.25,743.859375,0.007294497874589517,0.004557495940755186,0.002335842942066097,1
366.8125,565.890625,0.0061803736355287,0.0035447190650318115,0.0023485,1
812.921875,229.78125,0.003649834860975519,0.0023835822305932723,0.0010697181871876349,1
538.359375,93.3125,0.003519018618654357,0.002355747015279867,0.000981561256366611,1
171.5625,426.515625,0.0034148248168088024,0.002381093498794199,0.0008779350773263362,1
435.609375,603.9375,0.0035656977016082095,0.002381093498794199,0.000999518133902532,1
1331.296875,315.671875,0.00473231401860881,0.0032815463199534455,0.0012301939887676254,1
1147.53125,61.25,0.0032164672365416814,0.0020200579818411154,0.001019341576705277,1
1411.859375,85.53125,0.0037720630895712345,0.0023421800208352902,0.0012229432734186816,1
465.234375,346.140625,0.007588107525355417,0.005336105555552664,0.0019180574808904973,1
1147.765625,620.6875,0.007704576861738045,0.004735656501478966,0.0025491535850160145,1
499.171875,491.578125,0.0030891549715155813,0.001766390741030987,0.0011810153470637034,1
986.265625,291.578125,0.0044302373217851255,0.0029446837690998333,0.0012534691858996775,1
643.875,43.21875,0.004147618148910559,0.0024555636827417043,0.001479121698846988,1
169.703125,235.46875,0.008435850830515281,0.005263669537499481,0.00270844147989208,1
989.40625,697.484375,0.003954950029521822,0.0025202065887541835,0.001217476899164826,1
134.15625,311.21875,0.0064865420322365855,0.004389,0.001771,1
394.921875,513.40625,0.0066284275477167835,0.003975020125735215,0.002303896102258086,1
811.328125,424.234375,0.0027701231664899557,0.0017170309403152875,0.0009012618931254112,1
352.84375,643.71875,0.007499219282053151,0.004557495940755186,0.002538081657472824,1
253.0,968.84375,0.0036768579339749347,0.0024933023282385954,0.000999518133902532,1
405.453125,1114.453125,0.004562039220086216,0.002926253278511619,0.001386,1
309.453125,706.28125,0.0049772755820780565,0.002804164091133042,0.0019600999974491097,1
1092.953125,670.046875,0.0036462752589499327,0.002505163966689606,0.000965575087706803,1
1206.78125,559.6875,0.007542146654793221,0.004395074743391744,0.0027762744821072717,1
97.875,344.46875,0.00438614629308363,0.002926,0.001232,1
317.78125,31.03125,0.004709523558142178,0.0030187535507225495,0.0014328001430764866,1
85.0,919.921875,0.003793425372755526,0.002073288450746784,0.0015873956658627995,1
430.1875,956.09375,0.003332096100517789,0.0019180574808904973,0.0012570117342332171,1
889.171875,810.78125,0.00445493621111599,0.002900049396131038,0.001314085708772453,1
1166.8125,460.859375,0.0049808294621984045,0.002976724794131967,0.001743161639091453,1
366.171875,749.421875,0.006514530628258145,0.0040646227992275005,0.002091793966909743,1
907.046875,47.078125,0.0034016269355569995,0.0022170117275287474,0.001001,1
1068.34375,433.671875,0.002700628142833961,0.0016078072023722248,0.0009524373995176796,1
296.265625,543.234375,0.007764012076152709,0.004983333874024497,0.002355747015279867,1
334.203125,399.796875,0.007025304073571254,0.003927,0.0028105,1
736.515625,493.375,0.0031724374239268955,0.0019710345633702116,0.0010273081329377277,1
1300.8125,960.75,0.007593126073162739,0.0049401666216839285,0.0022422738458983994,1
260.453125,26.484375,0.003772597132058235,0.002481085296800576,0.0010903047739049849,1
819.140625,752.890625,0.003243067631495875,0.002139782757664899,0.0009311907699284824,1
1211.21875,46.203125,0.004402152087269626,0.0030202262332480988,0.0011690314367030512,1
654.171875,894.0625,0.003735752396991738,0.0024312986241924292,0.0011024722218722792,1
213.328125,470.5625,0.006923452307941375,0.004589419625617165,0.001969529956614014,1
717.4375,508.703125,0.0030626591333046322,0.001772673122716086,0.0011427433001334989,1
220.171875,168.234375,0.002349921387382332,0.001415627775935468,0.0008094161476027026,1
1214.546875,816.046875,0.006191528072011334,0.0038432565943480796,0.0020086524089548198,1
325.171875,292.140625,0.005988767995422733,0.0039826570590499,0.0016926869911475068,1
572.84375,129.59375,0.0035453695683730405,0.0018675476566877751,0.0015971700754772488,1
438.203125,395.96875,0.00638985369855227,0.003945827416398239,0.0020946264583452585,1
1371.796875,114.234375,0.004511312339425868,0.002994597218325029,0.001279799300671789,1
335.578125,352.5625,0.004892932228954792,0.0030734962583351226,0.0015500733047181994,1
126.96875,34.0,0.002745877387420421,0.001926539384492308,0.0006972646556365811,1
809.40625,873.453125,0.003215572546060732,0.0021972000933005624,0.0008608861713374191,1
1315.9375,652.015625,0.006845427043118834,0.00463361535412684,0.0018675476566877751,1
404.890625,435.75,0.00725657427218712,0.00474316249985176,0.0021230926145601845,1
1323.90625,514.875,0.0035335619464678513,0.002272804710044398,0.0010676376960373777,1
770.375,785.46875,0.0027643329580127455,0.0018659596056721057,0.0007583620507383,1
213.40625,298.671875,0.007374995621769423,0.004332746963532489,0.0026709678489266774,1
1064.015625,272.75,0.004379488702091064,0.002861718233858812,0.001282113587011697,1
772.890625,616.796875,0.00427822233126022,0.002903880205862494,0.0011607606342394629,1
67.03125,423.640625,0.004822588859105491,0.003506671641314596,0.0011401461529119852,1
680.078125,365.0,0.0027551205196353363,0.0017239232146473344,0.0008796217937272815,1
536.78125,1010.4375,0.005283623066468933,0.003196427576216924,0.0018045784133697267,1
1161.65625,988.34375,0.007819036556953228,0.0055466729667432175,0.0019422477313669336,1
145.28125,685.984375,0.0037833137126694265,0.002695,0.0009319863196420858,1
1246.5625,1109.359375,0.006550890241094844,0.004367332481046068,0.0018423768615568315,1
388.953125,180.609375,0.004660878524538956,0.0034786619554075674,0.0010458969834548715,1
507.09375,985.546875,0.0024335865613150298,0.0016013408444175775,0.0007025590722494443,1
1006.671875,1125.109375,0.0020369529252329383,0.0018241850920342488,0.00031747913317255985,1
236.96875,5.703125,0.004501355519633029,0.003137454740709418,0.001158203889649832,1
1328.328125,12.84375,0.004291940840199205,0.003199208691223503,0.000965575087706803,1
813.234375,466.546875,0.0015928758489881056,0.0009311907699284824,0.0005826107190912299,1
30.953125,145.578125,0.0013450503512262562,0.0009151345529483629,0.00036320827358417925,1
401.359375,386.46875,0.003495559438052178,0.002121695842952048,0.001186024978657701,1
515.734375,369.9375,0.0038535795077910364,0.0024558654788078274,0.001186024978657701,1
834.78125,1.859375,0.003212271192968429,0.0019890010683757814,0.0010473132291726292,1
89.3125,893.953125,0.001740354675928667,0.0010841698437053116,0.0005605684614745999,1
629.375,695.765625,0.0034543092696667113,0.0018802037788495161,0.0014574169787675729,2
759.484375,336.359375,0.003521820794359804,0.0021594347640065447,0.0011709317870824073,2
949.84375,525.609375,0.004678721910588219,0.0025898226290616893,0.0019087615094610432,2
889.078125,470.625,0.0038546625328135767,0.0021778888860545663,0.0015093767753612747,2
1108.578125,1124.375,0.0029658120195877238,0.0018876782035082145,0.0009151345529483629,2
807.46875,1008.375,0.0038240338480769686,0.002233331871890069,0.0014014211536864999,2
1216.875,1121.1875,0.003875623266199889,0.0025072339838954,0.001157563821134714,2
